Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
38842199,"$6,225","$6,225",15.59%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,MORTGAGE,"$4,333 / month",9.35%,4 years ,863xx,N/a,N/a,N/a,Public Works Supervisor,N/a,670-674,0,02/1995,$0.00,8,0,10,54,"$2,618.00",0,72.70%,n/a,0
38842274,"$16,000","$16,000",12.39%,1.00%,"January 21, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$3,208 / month",30.74%,2 years ,018xx,N/a,N/a,N/a,Shipping and Receiving Inventory,N/a,670-674,0,02/2006,$0.00,17,0,28,n/a,"$21,446.00",0,81.90%,n/a,1
38842495,"$3,000","$3,000",15.59%,1.00%,"January 21, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$6,042 / month",17.89%,10+ years ,327xx,N/a,N/a,N/a,Mechanical designer ,N/a,660-664,1,04/1990,$116.00,9,2,28,1,"$10,292.00",0,73.00%,n/a,0
38852142,"$8,250","$8,250",9.49%,1.00%,"January 23, 2015","January 21, 2018","January 21, 2020",$0,OWN,"$2,083 / month",10.85%,1 year ,600xx,N/a,N/a,N/a,Prepared Foods Team Member,N/a,665-669,0,09/1987,$0.00,7,0,7,n/a,"$7,513.00",0,21.20%,n/a,0
38852325,"$26,500","$26,500",18.54%,1.00%,"January 21, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$4,417 / month",27.81%,1 year ,806xx,N/a,N/a,N/a,Human Resource Generalist,N/a,670-674,0,01/2001,$0.00,9,0,28,45,"$6,183.00",1,52.80%,40,0
38862348,"$5,850","$5,850",19.24%,1.00%,"January 26, 2015","February 6, 2018","February 6, 2020",$0,RENT,"$3,375 / month",31.63%,7 years ,440xx,N/a,N/a,N/a,Accounts & Materials Expeditor,N/a,665-669,0,04/2000,$0.00,17,0,36,n/a,"$11,676.00",1,39.70%,69,2
38882133,"$7,000","$7,000",11.44%,1.00%,"January 21, 2015","January 21, 2018","January 21, 2020",$0,RENT,"$2,050 / month",34.24%,n/a,342xx,N/a,N/a,N/a,n/a,N/a,665-669,0,11/1997,$0.00,8,0,28,n/a,"$4,669.00",1,39.20%,58,1
38882438,"$10,000","$10,000",13.66%,1.00%,"January 22, 2015","January 21, 2018","January 21, 2020",$0,MORTGAGE,"$7,083 / month",35.60%,n/a,334xx,N/a,N/a,N/a,n/a,N/a,690-694,0,10/1969,$0.00,14,0,29,n/a,"$133,016.00",0,82.40%,n/a,1
38882444,"$12,000","$12,000",15.59%,1.00%,"January 26, 2015","February 5, 2020","February 5, 2020",$0,MORTGAGE,"$9,167 / month",14.26%,3 years ,064xx,N/a,N/a,N/a,Director Of Revenue Cycle Mgmt,N/a,665-669,0,05/1998,$0.00,16,3,40,12,"$16,677.00",0,79.40%,n/a,3
38892377,"$20,000","$20,000",9.49%,1.00%,"January 27, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$6,667 / month",10.83%,10+ years ,958xx,N/a,N/a,N/a,flight attendant,N/a,675-679,0,02/2007,$0.00,10,0,11,n/a,"$9,763.00",0,54.80%,n/a,0
38892383,"$15,750","$15,750",15.59%,1.00%,"January 23, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$4,583 / month",18.00%,1 year ,161xx,N/a,N/a,N/a,Welder,N/a,660-664,0,03/1996,$0.00,10,0,16,60,"$7,840.00",1,81.70%,112,0
38922470,"$11,850","$11,850",15.59%,1.00%,"January 21, 2015","January 29, 2020","January 29, 2020",$0,OWN,"$4,167 / month",23.43%,7 years ,638xx,N/a,N/a,N/a,Insurance Producer,N/a,685-689,0,04/1984,$0.00,8,0,22,65,"$7,936.00",0,63.50%,n/a,0
38932252,"$12,000","$12,000",17.14%,1.00%,"January 22, 2015","February 2, 2018","February 2, 2020",$0,OWN,"$3,000 / month",25.27%,5 years ,182xx,N/a,N/a,N/a,safety director,N/a,670-674,0,02/2002,$0.00,10,0,17,n/a,"$69,933.00",0,64.10%,n/a,1
38942414,"$15,750","$15,750",16.49%,1.00%,"January 27, 2015","February 3, 2018","February 3, 2020",$0,RENT,"$3,750 / month",25.57%,10+ years ,633xx,N/a,N/a,N/a,Assistant Manager,N/a,700-704,0,12/2007,$0.00,7,0,8,n/a,"$7,216.00",0,96.20%,n/a,0
38988251,"$10,000","$10,000",14.31%,1.00%,"January 21, 2015","January 22, 2020","January 22, 2020",$0,MORTGAGE,"$4,167 / month",22.44%,n/a,487xx,N/a,N/a,N/a,n/a,N/a,670-674,0,12/1993,$0.00,11,0,42,34,"$13,530.00",0,71.20%,n/a,2
39028120,"$30,000","$30,000",7.49%,1.00%,"January 22, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$25,000 / month",4.01%,10+ years ,703xx,N/a,N/a,N/a,Supervisor,N/a,780-784,0,08/1997,$0.00,11,0,31,n/a,"$9,799.00",0,21.90%,n/a,0
39028172,"$4,475","$4,475",20.99%,1.00%,"January 22, 2015","January 23, 2018","January 23, 2020",$0,RENT,"$3,667 / month",2.24%,7 years ,605xx,N/a,N/a,N/a,Furnace operator ,N/a,675-679,0,04/2002,$0.00,6,0,12,34,"$1,341.00",1,20.30%,53,2
39048199,"$35,000","$35,000",19.24%,1.00%,"January 26, 2015","February 6, 2020","February 6, 2020",$0,MORTGAGE,"$10,000 / month",19.55%,4 years ,380xx,N/a,N/a,N/a,Quality Manager,N/a,675-679,0,12/1990,$0.00,11,1,20,3,"$8,216.00",0,32.60%,n/a,1
39048278,"$15,000","$15,000",18.54%,1.00%,"January 21, 2015","January 30, 2020","January 30, 2020",$0,OWN,"$4,583 / month",22.78%,4 years ,740xx,N/a,N/a,N/a,Financial Analyst,N/a,695-699,0,04/2006,$0.00,9,0,19,n/a,"$18,294.00",0,85.50%,n/a,0
39048377,"$8,000","$8,000",14.31%,1.00%,"January 22, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$4,167 / month",21.98%,< 1 year ,891xx,N/a,N/a,N/a,registered nurse,N/a,665-669,0,09/2009,$0.00,9,0,15,n/a,"$6,834.00",0,53.80%,n/a,1
39048397,"$5,950","$5,950",20.99%,1.00%,"January 22, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$27,083 / month",2.46%,10+ years ,208xx,N/a,N/a,N/a,Journalist,N/a,675-679,0,08/2000,$0.00,4,0,16,39,"$1,955.00",0,77.00%,n/a,1
39048402,"$20,175","$20,175",17.86%,1.00%,"January 23, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,750 / month",18.37%,n/a,959xx,N/a,N/a,N/a,n/a,N/a,660-664,0,11/1997,$0.00,9,2,20,14,"$20,002.00",0,81.00%,n/a,2
39048422,"$35,000","$35,000",17.86%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,MORTGAGE,"$7,333 / month",11.47%,5 years ,913xx,N/a,N/a,N/a,Consumer Systems Analyst 2,N/a,700-704,0,04/1993,$0.00,10,0,30,47,"$36,905.00",0,77.00%,n/a,0
39068116,"$5,000","$5,000",10.49%,1.00%,"January 26, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$3,583 / month",6.84%,10+ years ,941xx,N/a,N/a,N/a,Owner,N/a,670-674,0,03/1982,$0.00,8,1,14,11,"$10,196.00",1,53.40%,111,1
39068135,"$17,475","$17,475",12.99%,1.00%,"January 26, 2015","February 4, 2018","February 4, 2020",$0,MORTGAGE,"$2,917 / month",19.36%,10+ years ,344xx,N/a,N/a,N/a,owner,N/a,690-694,0,03/1972,$0.00,12,1,27,19,"$25,925.00",0,20.10%,n/a,0
39078164,"$18,900","$18,900",21.99%,1.00%,"January 22, 2015","February 2, 2020","February 2, 2020",$0,RENT,"$3,750 / month",21.52%,4 years ,562xx,N/a,N/a,N/a,auto blast operator ,N/a,680-684,0,05/2000,$0.00,7,0,15,n/a,"$15,080.00",0,97.90%,n/a,0
39078393,"$3,500","$3,500",15.99%,1.00%,"January 26, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$2,917 / month",30.49%,5 years ,980xx,N/a,N/a,N/a,Supervisor,N/a,680-684,0,07/1999,$0.00,7,0,17,n/a,"$3,426.00",1,37.60%,113,0
39108165,"$15,000","$15,000",10.49%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$5,417 / month",12.72%,2 years ,070xx,N/a,N/a,N/a,Sr. Quality Analyst,N/a,670-674,0,12/2008,$0.00,8,0,8,34,"$15,243.00",0,58.20%,n/a,0
39108334,"$10,425","$10,425",14.31%,1.00%,"January 22, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$8,333 / month",6.10%,1 year ,275xx,N/a,N/a,N/a,Business office,N/a,660-664,0,12/2001,$0.00,7,0,13,36,"$4,197.00",0,51.20%,n/a,1
39108415,"$12,000","$12,000",12.99%,1.00%,"January 22, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$4,040 / month",26.44%,5 years ,933xx,N/a,N/a,N/a,solar tech,N/a,665-669,0,05/2010,$0.00,7,0,11,n/a,"$10,258.00",0,85.50%,n/a,1
39108456,"$5,600","$5,600",8.67%,1.00%,"January 23, 2015","January 22, 2018","January 22, 2020",$0,OWN,"$1,600 / month",38.38%,n/a,850xx,N/a,N/a,N/a,n/a,N/a,665-669,0,08/1973,$0.00,7,0,38,n/a,"$4,973.00",1,25.90%,69,1
39108484,"$24,000","$24,000",8.67%,1.00%,"January 23, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$11,667 / month",15.74%,10+ years ,906xx,N/a,N/a,N/a,President,N/a,695-699,0,04/2001,$0.00,10,0,18,51,"$26,388.00",0,67.50%,n/a,0
39128295,"$19,950","$19,950",24.50%,1.00%,"January 21, 2015","January 22, 2020","January 22, 2020",$0,OWN,"$3,333 / month",28.77%,10+ years ,206xx,N/a,N/a,N/a,Truck Driver,N/a,710-714,0,08/1990,$0.00,13,0,29,n/a,"$23,032.00",0,43.50%,n/a,1
39148354,"$8,500","$8,500",11.44%,1.00%,"January 21, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$2,583 / month",13.98%,10+ years ,333xx,N/a,N/a,N/a,painter,N/a,665-669,0,05/2004,$0.00,6,0,8,68,"$9,011.00",0,69.90%,n/a,0
39158338,"$21,200","$21,200",17.14%,1.00%,"January 22, 2015","January 31, 2018","January 31, 2020",$0,MORTGAGE,"$4,417 / month",29.73%,1 year ,166xx,N/a,N/a,N/a,IT Consultant 3,N/a,680-684,0,08/1990,$0.00,15,1,21,11,"$16,614.00",0,92.30%,n/a,3
39178358,"$35,000","$35,000",12.39%,1.00%,"January 21, 2015","January 22, 2020","January 22, 2020",$0,MORTGAGE,"$9,167 / month",21.30%,10+ years ,770xx,N/a,N/a,N/a,Business Analyst,N/a,695-699,0,08/1998,$0.00,19,0,43,n/a,"$47,489.00",0,60.90%,n/a,0
39198267,"$25,000","$25,000",14.99%,1.00%,"January 23, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,000 / month",26.42%,10+ years ,840xx,N/a,N/a,N/a,Humint collector,N/a,680-684,0,04/2003,$0.00,6,1,14,11,"$9,087.00",0,77.70%,n/a,0
39208328,"$9,650","$9,650",15.99%,1.00%,"January 21, 2015","January 22, 2018","January 22, 2020",$0,MORTGAGE,"$5,000 / month",26.85%,n/a,765xx,N/a,N/a,N/a,n/a,N/a,665-669,0,05/1984,$0.00,15,1,36,22,"$14,870.00",0,62.00%,n/a,3
39218137,"$30,000","$30,000",12.99%,1.00%,"January 27, 2015","January 31, 2020","January 31, 2020",$0,MORTGAGE,"$11,667 / month",27.15%,10+ years ,067xx,N/a,N/a,N/a,line mechanic,N/a,720-724,0,10/1999,$0.00,12,0,26,n/a,"$173,096.00",0,80.00%,n/a,1
39218146,"$15,000","$15,000",18.54%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,RENT,"$3,333 / month",26.13%,< 1 year ,342xx,N/a,N/a,N/a,Manager,N/a,690-694,0,08/1985,$0.00,10,0,13,n/a,"$22,001.00",0,49.60%,n/a,1
39228225,"$22,000","$22,000",9.49%,1.00%,"January 22, 2015","January 22, 2018","January 22, 2020",$0,RENT,"$7,500 / month",14.25%,9 years ,949xx,N/a,N/a,N/a,Procurement Specialist,N/a,670-674,0,12/1993,$0.00,11,0,31,61,"$43,185.00",0,83.00%,n/a,0
39239295,"$20,000","$20,000",14.99%,1.00%,"January 23, 2015","February 4, 2020","February 4, 2020",$0,MORTGAGE,"$4,583 / month",27.71%,10+ years ,993xx,N/a,N/a,N/a,Teacher,N/a,690-694,0,07/1991,$0.00,15,0,28,49,"$19,553.00",0,69.80%,n/a,1
39239543,"$31,375","$31,375",18.54%,1.00%,"January 21, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$6,240 / month",12.32%,4 years ,559xx,N/a,N/a,N/a,foreman ironworker,N/a,670-674,0,04/1999,$0.00,6,0,17,46,"$11,389.00",0,97.30%,n/a,0
39239680,"$35,000","$35,000",10.49%,1.00%,"January 23, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$16,667 / month",17.75%,10+ years ,781xx,N/a,N/a,N/a,Petroleum Royalty Owner ,N/a,720-724,0,03/1996,$0.00,14,0,39,36,"$1,369.00",0,8.20%,n/a,0
39239697,"$15,000","$15,000",11.44%,1.00%,"January 20, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$6,917 / month",30.73%,10+ years ,770xx,N/a,N/a,N/a,plant manager,N/a,705-709,0,03/1994,$0.00,9,0,15,n/a,"$14,002.00",0,73.70%,n/a,0
39239876,"$15,000","$15,000",18.54%,1.00%,"January 22, 2015","January 31, 2020","January 31, 2020",$0,OWN,"$6,250 / month",10.99%,< 1 year ,074xx,N/a,N/a,N/a,TEACHER,N/a,695-699,0,01/2002,$0.00,7,0,8,n/a,"$22,707.00",0,46.00%,n/a,1
39240408,"$10,350","$10,350",15.99%,1.00%,"January 23, 2015","February 4, 2018","February 4, 2020",$0,RENT,"$3,000 / month",11.80%,2 years ,370xx,N/a,N/a,N/a,RA Lead,N/a,675-679,0,12/1997,$0.00,6,0,9,n/a,"$12,843.00",0,68.00%,n/a,1
39240688,"$10,000","$10,000",16.49%,1.00%,"January 21, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$2,333 / month",22.16%,2 years ,786xx,N/a,N/a,N/a,Kitchen Manager,N/a,675-679,0,04/1996,$0.00,9,1,25,15,"$15,856.00",0,77.70%,n/a,0
39249227,"$21,100","$21,100",14.31%,1.00%,"January 21, 2015","January 30, 2020","January 30, 2020",$0,RENT,"$5,000 / month",12.01%,3 years ,115xx,N/a,N/a,N/a,Conductor,N/a,660-664,0,04/1994,$0.00,6,0,11,n/a,"$21,138.00",1,42.90%,49,0
39249417,"$6,000","$6,000",11.99%,1.00%,"January 20, 2015","January 24, 2018","January 24, 2020",$0,OWN,"$2,500 / month",16.76%,4 years ,601xx,N/a,N/a,N/a,Owner,N/a,715-719,0,08/2002,$0.00,12,0,30,n/a,"$6,937.00",1,24.30%,114,3
39249613,"$3,000","$3,000",17.14%,1.00%,"January 26, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$1,340 / month",26.27%,n/a,864xx,N/a,N/a,N/a,n/a,N/a,730-734,0,08/1997,$0.00,3,0,6,n/a,"$1,112.00",0,55.60%,n/a,0
39249758,"$30,000","$30,000",12.39%,1.00%,"January 23, 2015","January 24, 2020","January 24, 2020",$0,MORTGAGE,"$11,333 / month",28.87%,2 years ,333xx,N/a,N/a,N/a,"Corporate Director, CBO",N/a,700-704,0,03/1982,$0.00,39,0,59,n/a,"$257,987.00",0,84.00%,n/a,1
39249774,"$35,000","$35,000",13.66%,1.00%,"January 23, 2015","January 24, 2018","January 24, 2020",$0,MORTGAGE,"$20,833 / month",13.21%,3 years ,993xx,N/a,N/a,N/a,Owner,N/a,720-724,0,10/2000,$0.00,16,1,28,5,"$10,078.00",0,37.70%,n/a,0
39249815,"$14,250","$14,250",19.99%,1.00%,"January 27, 2015","January 24, 2020","January 24, 2020",$0,RENT,"$2,375 / month",37.52%,5 years ,913xx,N/a,N/a,N/a,Advanced Behavior Interventionist,N/a,680-684,0,05/2008,$0.00,9,1,20,17,"$4,508.00",0,31.30%,n/a,0
39249820,"$30,000","$30,000",11.99%,1.00%,"January 23, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$12,250 / month",13.62%,2 years ,701xx,N/a,N/a,N/a,Owner,N/a,700-704,0,05/2004,$0.00,6,0,11,n/a,"$7,907.00",0,98.80%,n/a,0
39249874,"$35,000","$35,000",18.54%,1.00%,"January 22, 2015","January 24, 2020","January 24, 2020",$0,RENT,"$7,333 / month",19.68%,10+ years ,883xx,N/a,N/a,N/a,Special Agent,N/a,695-699,0,02/1993,$0.00,8,0,25,n/a,"$44,106.00",0,76.20%,n/a,0
39249948,"$20,000","$20,000",6.03%,1.00%,"January 26, 2015","February 5, 2018","February 5, 2020",$0,RENT,"$5,833 / month",20.37%,3 years ,853xx,N/a,N/a,N/a,Registered Nurse,N/a,685-689,0,07/1997,$0.00,17,0,38,n/a,"$27,512.00",0,43.90%,n/a,0
39250171,"$14,000","$14,000",8.19%,1.00%,"January 21, 2015","January 25, 2018","January 25, 2020",$0,RENT,"$2,584 / month",23.49%,< 1 year ,020xx,N/a,N/a,N/a,Exceptions Processor,N/a,715-719,0,02/1997,$0.00,5,0,16,n/a,"$16,380.00",0,75.10%,n/a,0
39250395,"$20,000","$20,000",11.44%,1.00%,"January 21, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$11,250 / month",7.41%,5 years ,923xx,N/a,N/a,N/a,Master Mechanic,N/a,675-679,0,12/1998,$0.00,9,0,27,48,"$11,028.00",0,69.40%,n/a,1
39250489,"$5,975","$5,975",11.44%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$4,000 / month",0.63%,10+ years ,461xx,N/a,N/a,N/a,Director,N/a,690-694,0,04/1997,$0.00,7,0,23,25,$957.00,0,11.70%,n/a,0
39259400,"$6,000","$6,000",12.39%,1.00%,"January 26, 2015","January 23, 2018","January 23, 2020",$0,MORTGAGE,"$12,250 / month",4.94%,10+ years ,770xx,N/a,N/a,N/a,Faculty,N/a,690-694,0,02/1983,$0.00,7,1,22,19,"$7,711.00",0,74.90%,n/a,0
39259696,"$14,975","$14,975",20.99%,1.00%,"January 23, 2015","January 24, 2018","January 24, 2020",$0,RENT,"$3,506 / month",24.31%,2 years ,770xx,N/a,N/a,N/a,owner operator driver,N/a,680-684,0,01/2011,$0.00,6,0,7,n/a,"$3,322.00",0,73.80%,n/a,0
39260040,"$30,000","$30,000",24.50%,1.00%,"January 27, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$5,500 / month",22.95%,10+ years ,740xx,N/a,N/a,N/a,too operations manager,N/a,690-694,0,01/2001,$0.00,7,0,24,n/a,"$28,387.00",0,87.30%,n/a,0
39260047,"$16,000","$16,000",6.99%,1.00%,"January 23, 2015","February 2, 2018","February 2, 2020",$0,RENT,"$10,000 / month",7.09%,3 years ,201xx,N/a,N/a,N/a,Quality analyst,N/a,715-719,0,08/2001,$0.00,7,0,16,28,"$9,274.00",0,31.00%,n/a,0
39260339,"$9,000","$9,000",12.39%,1.00%,"January 21, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$4,500 / month",14.69%,5 years ,774xx,N/a,N/a,N/a,Technician,N/a,690-694,0,02/1997,$0.00,5,0,10,n/a,"$2,669.00",0,74.10%,n/a,0
39260472,"$30,000","$30,000",9.49%,1.00%,"January 23, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,083 / month",13.99%,8 years ,300xx,N/a,N/a,N/a,Claims supervisor,N/a,740-744,0,12/1985,$0.00,8,0,20,54,"$27,162.00",0,55.30%,n/a,0
39260716,"$18,000","$18,000",6.03%,1.00%,"January 23, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$4,583 / month",23.25%,8 years ,852xx,N/a,N/a,N/a,Engineering Technician,N/a,745-749,0,08/1990,$0.00,7,0,13,n/a,"$17,529.00",0,37.70%,n/a,0
39269139,"$13,600","$13,600",14.31%,1.00%,"January 21, 2015","January 29, 2020","January 29, 2020",$0,OWN,"$5,833 / month",4.08%,n/a,766xx,N/a,N/a,N/a,n/a,N/a,660-664,0,02/2000,$0.00,6,0,16,24,"$5,389.00",1,56.10%,101,1
39269152,"$16,000","$16,000",8.19%,1.00%,"January 23, 2015","February 1, 2018","February 1, 2020",$0,RENT,"$3,750 / month",18.43%,5 years ,977xx,N/a,N/a,N/a,Developmental Disability Specialist 2,N/a,680-684,0,11/1988,$0.00,12,1,30,16,"$11,585.00",0,66.60%,n/a,0
