Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
40217585,"$16,000","$16,000",14.31%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$4,000 / month",37.63%,10+ years ,722xx,N/a,N/a,N/a,Customer service agent,N/a,660-664,0,09/2001,$0.00,13,0,24,72,"$21,089.00",0,82.70%,n/a,1
40217594,"$35,000","$35,000",22.99%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$7,708 / month",32.23%,2 years ,762xx,N/a,N/a,N/a,Regional Claims Manager,N/a,660-664,0,09/2003,$0.00,15,1,44,23,"$10,836.00",0,74.20%,n/a,0
40217612,"$22,650","$22,650",24.99%,1.00%,"January 29, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$5,472 / month",35.76%,n/a,372xx,N/a,N/a,N/a,n/a,N/a,660-664,0,09/2004,$0.00,20,0,32,n/a,"$35,038.00",0,58.80%,n/a,0
40217624,"$28,000","$28,000",13.66%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$8,083 / month",33.76%,10+ years ,856xx,N/a,N/a,N/a,Unit Secretary,N/a,715-719,0,07/1996,$0.00,18,0,64,49,"$12,950.00",0,35.80%,n/a,0
40217631,"$8,000","$8,000",14.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$2,500 / month",32.24%,< 1 year ,305xx,N/a,N/a,N/a,LPN,N/a,695-699,0,07/2005,$0.00,21,0,35,53,"$6,690.00",0,51.90%,n/a,0
40217715,"$6,000","$6,000",11.44%,1.00%,"February 2, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$3,750 / month",25.57%,4 years ,303xx,N/a,N/a,N/a,dental assistant,N/a,685-689,0,06/2005,$0.00,6,1,13,9,"$5,886.00",2,57.70%,69,0
40217751,"$23,000","$23,000",17.86%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$5,500 / month",14.13%,2 years ,799xx,N/a,N/a,N/a,Owner ,N/a,680-684,0,06/2005,$0.00,11,0,18,n/a,"$20,397.00",0,50.00%,n/a,0
40217836,"$15,000","$15,000",12.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$4,000 / month",33.93%,5 years ,549xx,N/a,N/a,N/a,Registered Nurse,N/a,700-704,0,11/2001,$0.00,16,0,53,n/a,"$17,587.00",0,79.60%,n/a,0
40217902,"$5,400","$5,400",11.44%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$5,417 / month",12.03%,2 years ,554xx,N/a,N/a,N/a,"Buyer, Organic Ingredients",N/a,670-674,0,02/2010,$0.00,7,0,10,n/a,"$4,991.00",0,32.40%,n/a,1
40218012,"$7,000","$7,000",11.44%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,917 / month",6.26%,5 years ,441xx,N/a,N/a,N/a,Network Support Specialist,N/a,660-664,0,08/2005,$0.00,10,0,14,n/a,"$5,622.00",0,92.20%,n/a,0
40218036,"$7,500","$7,500",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,803 / month",17.64%,1 year ,973xx,N/a,N/a,N/a,Bilingual Protective Services Worker,N/a,670-674,0,05/2010,$0.00,16,0,23,n/a,"$15,415.00",0,64.50%,n/a,1
40218044,"$12,000","$12,000",11.99%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$8,750 / month",29.51%,10+ years ,465xx,N/a,N/a,N/a,"Sr. VP, Performance and Compliance",N/a,780-784,0,09/1994,$0.00,21,0,46,n/a,"$79,476.00",0,13.90%,n/a,1
40218093,"$15,000","$15,000",9.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,375 / month",17.11%,2 years ,917xx,N/a,N/a,N/a,Project Control Engineer Specialist,N/a,720-724,0,08/2004,$0.00,9,0,13,44,"$2,591.00",0,8.30%,n/a,2
40218094,"$18,000","$18,000",15.59%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$3,000 / month",20.67%,< 1 year ,672xx,N/a,N/a,N/a,mortgage loan processor,N/a,710-714,0,03/2002,$0.00,9,0,25,n/a,"$26,070.00",0,52.10%,n/a,0
40218119,"$1,200","$1,200",15.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,500 / month",16.24%,8 years ,112xx,N/a,N/a,N/a,avionics systems helper,N/a,710-714,0,08/2004,$0.00,15,0,19,n/a,"$6,933.00",0,73.00%,n/a,0
40218141,"$15,000","$15,000",8.19%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$8,750 / month",13.23%,< 1 year ,440xx,N/a,N/a,N/a,Treasury Manager,N/a,695-699,0,08/1988,$0.00,16,0,31,n/a,"$20,408.00",0,38.80%,n/a,0
40218163,"$8,500","$8,500",11.99%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$6,167 / month",16.56%,8 years ,630xx,N/a,N/a,N/a,auditor,N/a,670-674,0,06/1990,$0.00,9,0,26,51,"$22,182.00",1,86.00%,98,1
40227180,"$16,000","$16,000",12.99%,1.00%,"January 28, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$5,711 / month",18.07%,< 1 year ,935xx,N/a,N/a,N/a,Computer Scientist,N/a,670-674,0,09/1998,$0.00,13,0,25,42,"$14,575.00",0,92.20%,n/a,1
40227275,"$19,150","$19,150",21.99%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$6,083 / month",37.09%,8 years ,982xx,N/a,N/a,N/a,Lead Detention Officer,N/a,665-669,0,11/1993,$0.00,12,1,46,7,"$8,498.00",1,70.80%,79,2
40227347,"$11,000","$11,000",16.49%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$4,113 / month",28.22%,6 years ,473xx,N/a,N/a,N/a,Registered Nurse,N/a,670-674,0,05/2010,$0.00,12,0,19,n/a,"$9,986.00",0,57.10%,n/a,2
40227415,"$6,000","$6,000",17.86%,1.00%,"January 30, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$2,917 / month",34.02%,4 years ,631xx,N/a,N/a,N/a,csr,N/a,660-664,0,09/2005,$0.00,29,0,36,n/a,"$8,842.00",2,28.20%,53,4
40227434,"$15,000","$15,000",8.67%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$11,250 / month",15.42%,5 years ,707xx,N/a,N/a,N/a,RN/ Sr. Clinical Strategist,N/a,680-684,0,02/2003,$0.00,18,0,27,63,"$12,839.00",0,40.60%,n/a,0
40227471,"$13,000","$13,000",10.49%,1.00%,"January 30, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$5,625 / month",7.99%,< 1 year ,606xx,N/a,N/a,N/a,Accountant,N/a,675-679,0,12/2004,$0.00,11,0,25,44,"$9,473.00",0,72.30%,n/a,0
40227491,"$10,000","$10,000",18.54%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,OWN,"$5,667 / month",13.59%,4 years ,700xx,N/a,N/a,N/a,Field Service Technician,N/a,695-699,0,10/2003,$0.00,7,1,27,23,"$3,255.00",0,40.80%,n/a,0
40227499,"$28,500","$28,500",11.44%,1.00%,"January 30, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$6,608 / month",25.29%,< 1 year ,900xx,N/a,N/a,N/a,Environmental Engineer,N/a,675-679,0,09/2002,$0.00,13,0,25,n/a,"$33,739.00",0,63.70%,n/a,0
40227594,"$7,275","$7,275",7.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$2,167 / month",7.02%,< 1 year ,532xx,N/a,N/a,N/a,Tester,N/a,675-679,0,08/2002,$0.00,8,0,12,n/a,"$4,823.00",0,24.20%,n/a,0
40227689,"$12,000","$12,000",15.59%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$5,333 / month",24.75%,10+ years ,456xx,N/a,N/a,N/a,truck driver,N/a,660-664,0,03/1996,$0.00,5,0,18,61,"$9,967.00",1,99.70%,68,0
40227707,"$3,000","$3,000",13.66%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$1,660 / month",8.37%,n/a,917xx,N/a,N/a,N/a,n/a,N/a,690-694,0,11/2002,$0.00,13,0,15,n/a,"$3,207.00",0,33.80%,n/a,2
40227868,"$10,000","$10,000",13.66%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$6,833 / month",4.07%,10+ years ,917xx,N/a,N/a,N/a,Family Court Mediator,N/a,690-694,0,08/1990,$0.00,10,0,47,n/a,"$13,689.00",0,49.10%,n/a,2
40227895,"$26,500","$26,500",17.14%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$7,083 / month",33.45%,8 years ,773xx,N/a,N/a,N/a,Technician,N/a,675-679,0,10/2001,$0.00,23,0,32,n/a,"$22,260.00",0,57.80%,n/a,0
40227965,"$3,300","$3,300",15.59%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,583 / month",14.21%,n/a,308xx,N/a,N/a,N/a,n/a,N/a,685-689,0,04/2005,$0.00,7,0,31,66,"$3,106.00",1,37.90%,113,0
40228026,"$5,000","$5,000",9.49%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,417 / month",26.46%,6 years ,799xx,N/a,N/a,N/a,Sr Personal Loan Officer,N/a,660-664,0,01/2002,$0.00,32,1,73,9,"$30,748.00",0,38.50%,n/a,0
40228043,"$2,500","$2,500",14.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,083 / month",14.66%,1 year ,554xx,N/a,N/a,N/a,security and building maintenance,N/a,675-679,0,06/2005,$0.00,4,0,6,n/a,"$2,158.00",0,93.80%,n/a,0
40228068,"$22,950","$22,950",15.59%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$5,417 / month",23.04%,3 years ,971xx,N/a,N/a,N/a,owner,N/a,715-719,0,10/2002,$0.00,18,1,47,14,"$21,289.00",0,45.00%,n/a,2
40228139,"$21,000","$21,000",11.44%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$4,833 / month",16.30%,2 years ,708xx,N/a,N/a,N/a,Assistant Professor ,N/a,700-704,0,08/2001,$0.00,12,0,41,71,"$9,843.00",0,49.50%,n/a,0
40228143,"$35,000","$35,000",17.86%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,MORTGAGE,"$9,167 / month",23.07%,10+ years ,352xx,N/a,N/a,N/a,manager,N/a,685-689,0,02/1996,$0.00,8,0,55,n/a,"$9,337.00",0,64.80%,n/a,1
40228167,"$20,000","$20,000",10.49%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$12,500 / month",10.84%,9 years ,972xx,N/a,N/a,N/a,Owner,N/a,685-689,0,08/2006,$0.00,9,0,11,n/a,"$36,476.00",0,84.40%,n/a,2
40228190,"$15,000","$15,000",18.54%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$5,417 / month",13.75%,1 year ,481xx,N/a,N/a,N/a,Outreach Director,N/a,680-684,0,11/2007,$0.00,13,0,22,n/a,"$12,677.00",0,47.50%,n/a,2
40228198,"$9,700","$9,700",11.44%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,083 / month",16.03%,1 year ,281xx,N/a,N/a,N/a,Administrative Estimator,N/a,715-719,0,06/2004,$0.00,6,0,8,77,"$7,320.00",0,39.60%,n/a,0
40228204,"$17,000","$17,000",8.67%,1.00%,"February 2, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$5,000 / month",17.94%,1 year ,900xx,N/a,N/a,N/a,Marketing Representative,N/a,750-754,0,04/1999,$0.00,11,0,16,n/a,"$17,865.00",0,59.80%,n/a,0
40228224,"$20,000","$20,000",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$11,677 / month",10.09%,10+ years ,945xx,N/a,N/a,N/a,Capital Markets Business Analyst,N/a,670-674,0,11/1995,$0.00,18,0,28,38,"$42,987.00",0,73.10%,n/a,0
40237126,"$12,000","$12,000",16.49%,1.00%,"January 30, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$3,750 / month",27.99%,10+ years ,405xx,N/a,N/a,N/a,Probation Office,N/a,675-679,0,10/1994,$0.00,15,0,34,35,"$18,913.00",0,81.50%,n/a,1
40237155,"$5,000","$5,000",13.66%,1.00%,"January 29, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$5,000 / month",14.58%,n/a,882xx,N/a,N/a,N/a,n/a,N/a,700-704,0,01/2005,$0.00,6,0,36,81,"$1,836.00",0,18.40%,n/a,2
40237185,"$21,000","$21,000",11.44%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$9,167 / month",16.09%,8 years ,741xx,N/a,N/a,N/a,Programmer Analyst,N/a,695-699,0,08/1992,$0.00,12,0,20,53,"$14,416.00",0,65.20%,n/a,0
40237188,"$15,000","$15,000",18.54%,1.00%,"February 2, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$3,500 / month",19.87%,6 years ,113xx,N/a,N/a,N/a,home care coordinator,N/a,685-689,0,04/2008,$0.00,15,0,17,n/a,"$16,618.00",0,61.50%,n/a,0
40237215,"$5,000","$5,000",10.49%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$1,917 / month",13.83%,5 years ,472xx,N/a,N/a,N/a,BHRA,N/a,760-764,0,08/1997,$0.00,12,0,17,n/a,"$6,743.00",0,22.00%,n/a,0
40237220,"$9,000","$9,000",12.39%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$3,167 / month",10.99%,10+ years ,287xx,N/a,N/a,N/a,Cardiovascular Technian,N/a,700-704,0,10/2001,$0.00,11,0,25,31,"$6,681.00",0,43.10%,n/a,1
40237254,"$16,000","$16,000",15.99%,1.00%,"January 29, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$5,250 / month",18.10%,8 years ,913xx,N/a,N/a,N/a,Sales Executive,N/a,665-669,0,02/2008,$0.00,10,0,12,n/a,"$11,382.00",0,74.40%,n/a,0
40237448,"$13,750","$13,750",21.99%,1.00%,"January 29, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$2,292 / month",21.00%,< 1 year ,235xx,N/a,N/a,N/a,Legal Assistant,N/a,665-669,0,03/2003,$0.00,8,0,33,n/a,"$24,617.00",0,92.90%,n/a,0
40237476,"$6,000","$6,000",12.99%,1.00%,"February 2, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$4,167 / month",5.38%,2 years ,717xx,N/a,N/a,N/a,Owner,N/a,675-679,0,09/1987,$0.00,5,0,9,n/a,"$7,085.00",1,76.20%,83,1
40237504,"$11,725","$11,725",14.31%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,OWN,"$3,528 / month",5.84%,n/a,959xx,N/a,N/a,N/a,n/a,N/a,675-679,0,03/1983,$0.00,10,0,33,56,"$4,226.00",1,29.80%,56,2
40237506,"$35,000","$35,000",21.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$7,917 / month",17.95%,6 years ,945xx,N/a,N/a,N/a,SUPERVISOR,N/a,660-664,0,09/2001,$0.00,13,0,30,n/a,"$38,148.00",0,74.20%,n/a,2
40237512,"$12,000","$12,000",12.99%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$9,517 / month",22.50%,10+ years ,933xx,N/a,N/a,N/a,Facility Supervisor ,N/a,660-664,0,02/1985,$0.00,15,4,27,11,"$25,700.00",0,47.00%,n/a,5
40237519,"$15,000","$15,000",8.19%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,417 / month",4.17%,10+ years ,531xx,N/a,N/a,N/a,consultant,N/a,720-724,0,09/2007,$0.00,13,0,17,n/a,"$10,541.00",0,15.90%,n/a,0
40237549,"$1,200","$1,200",19.99%,1.00%,"January 27, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$1,583 / month",32.79%,< 1 year ,083xx,N/a,N/a,N/a,Delivery Driver,N/a,685-689,0,10/2006,$0.00,5,0,9,n/a,"$8,557.00",0,62.50%,n/a,0
40237564,"$21,975","$21,975",19.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$3,667 / month",22.50%,10+ years ,301xx,N/a,N/a,N/a,mechanic,N/a,675-679,0,06/1997,$0.00,15,0,23,55,"$30,503.00",0,50.00%,n/a,0
40237608,"$14,975","$14,975",14.99%,1.00%,"January 28, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$5,458 / month",10.59%,5 years ,601xx,N/a,N/a,N/a,Truck Driver,N/a,680-684,0,07/1995,$0.00,8,0,28,n/a,"$4,474.00",1,22.00%,59,0
40237613,"$10,000","$10,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$2,500 / month",21.60%,10+ years ,249xx,N/a,N/a,N/a,truck driver,N/a,680-684,0,01/2007,$0.00,7,0,10,n/a,"$7,411.00",0,60.70%,n/a,2
40237636,"$30,000","$30,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,MORTGAGE,"$7,241 / month",36.23%,7 years ,727xx,N/a,N/a,N/a,Supply Chain Mgr,N/a,695-699,0,05/1995,$0.00,20,0,52,n/a,"$39,234.00",0,75.70%,n/a,0
40237671,"$16,950","$16,950",19.24%,1.00%,"January 29, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$3,542 / month",35.72%,8 years ,770xx,N/a,N/a,N/a,Diretor of Operations,N/a,675-679,0,05/1988,$0.00,12,0,28,n/a,"$16,136.00",0,89.60%,n/a,0
40237685,"$35,000","$35,000",16.49%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$10,000 / month",13.69%,4 years ,302xx,N/a,N/a,N/a,Manager,N/a,720-724,0,06/1989,$0.00,13,0,38,60,"$11,687.00",0,35.60%,n/a,0
40237707,"$10,000","$10,000",11.44%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$2,123 / month",30.95%,4 years ,750xx,N/a,N/a,N/a,Warehouse,N/a,700-704,0,09/2008,$0.00,14,0,18,n/a,"$10,422.00",0,55.70%,n/a,2
40237708,"$9,000","$9,000",10.49%,1.00%,"February 2, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$8,042 / month",12.35%,8 years ,230xx,N/a,N/a,N/a,Supt.,N/a,670-674,0,06/1993,$0.00,6,1,14,10,"$19,722.00",0,87.30%,n/a,0
40237734,"$21,675","$21,675",17.14%,1.00%,"February 3, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$3,625 / month",13.52%,4 years ,930xx,N/a,N/a,N/a,Operations supervisor,N/a,690-694,0,02/2008,$0.00,7,0,7,n/a,"$7,272.00",0,50.20%,n/a,0
40237758,"$15,200","$15,200",19.99%,1.00%,"January 30, 2015","February 8, 2018","February 8, 2020",$0,OWN,"$2,534 / month",12.75%,n/a,890xx,N/a,N/a,N/a,n/a,N/a,660-664,0,03/2002,$0.00,6,0,10,57,"$8,010.00",1,49.40%,58,0
40237770,"$12,000","$12,000",20.99%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$3,667 / month",28.91%,10+ years ,761xx,N/a,N/a,N/a,Finance Coordinator,N/a,680-684,0,05/1996,$0.00,9,0,38,31,"$7,814.00",3,64.00%,68,3
40237783,"$26,400","$26,400",18.54%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,MORTGAGE,"$7,875 / month",24.34%,4 years ,891xx,N/a,N/a,N/a,Registered Nurse,N/a,670-674,0,04/1993,$0.00,16,0,34,53,"$34,552.00",0,65.20%,n/a,1
40237830,"$28,000","$28,000",17.14%,1.00%,"January 28, 2015","February 8, 2020","February 8, 2020",$0,RENT,"$7,500 / month",32.11%,4 years ,610xx,N/a,N/a,N/a,owner,N/a,720-724,0,09/1996,$0.00,10,0,33,n/a,"$27,127.00",0,72.00%,n/a,2
40237940,"$7,300","$7,300",12.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,167 / month",19.03%,10+ years ,802xx,N/a,N/a,N/a,Sales support superviser,N/a,670-674,0,07/1979,$0.00,8,0,24,74,"$4,144.00",1,84.60%,66,0
40238042,"$15,000","$15,000",7.49%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$5,448 / month",27.88%,7 years ,199xx,N/a,N/a,N/a,Teacher,N/a,705-709,0,08/2002,$0.00,19,0,41,n/a,"$29,794.00",0,43.60%,n/a,0
40238059,"$15,000","$15,000",17.86%,1.00%,"January 29, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$2,813 / month",36.56%,10+ years ,535xx,N/a,N/a,N/a,maintenance supervisor,N/a,695-699,0,09/2005,$0.00,6,0,10,n/a,"$7,066.00",2,63.10%,22,1
40238075,"$27,975","$27,975",20.99%,1.00%,"January 28, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$5,074 / month",32.54%,7 years ,958xx,N/a,N/a,N/a,Staff Accountant,N/a,670-674,0,09/2000,$0.00,16,0,66,n/a,"$25,572.00",1,65.60%,64,0
40238079,"$6,850","$6,850",18.54%,1.00%,"January 29, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,000 / month",30.15%,3 years ,300xx,N/a,N/a,N/a,Front Office Manager,N/a,660-664,0,09/2005,$0.00,11,1,25,7,"$9,406.00",0,87.10%,n/a,2
40238115,"$27,300","$27,300",19.24%,1.00%,"February 2, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$5,000 / month",38.47%,2 years ,891xx,N/a,N/a,N/a,Engineer ,N/a,675-679,0,01/2005,$0.00,22,0,31,n/a,"$32,745.00",0,73.60%,n/a,1
40238148,"$5,000","$5,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$5,000 / month",18.12%,2 years ,950xx,N/a,N/a,N/a,Production Associate,N/a,675-679,0,10/1993,$0.00,7,2,30,19,"$2,910.00",2,36.00%,43,6
40238164,"$15,000","$15,000",15.59%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,MORTGAGE,"$3,583 / month",14.96%,10+ years ,571xx,N/a,N/a,N/a,bumping nicks- cutting meat,N/a,680-684,0,03/2005,$0.00,14,0,32,n/a,"$10,835.00",0,61.20%,n/a,1
40238182,"$7,000","$7,000",15.59%,1.00%,"February 2, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,750 / month",22.75%,n/a,103xx,N/a,N/a,N/a,n/a,N/a,680-684,0,06/1998,$0.00,27,0,53,n/a,"$20,031.00",0,61.80%,n/a,0
40238216,"$11,075","$11,075",15.99%,1.00%,"January 30, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$2,933 / month",26.49%,2 years ,295xx,N/a,N/a,N/a,Account Manager,N/a,685-689,0,02/2005,$0.00,15,0,16,n/a,"$3,361.00",0,44.80%,n/a,2
40238308,"$8,000","$8,000",12.99%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$3,830 / month",17.47%,3 years ,750xx,N/a,N/a,N/a,Front Manager,N/a,675-679,0,08/2007,$0.00,4,0,7,n/a,"$7,317.00",0,91.50%,n/a,0
40247115,"$14,400","$14,400",14.99%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$3,467 / month",23.93%,8 years ,972xx,N/a,N/a,N/a,professional nanny,N/a,670-674,0,05/2001,$0.00,21,0,49,n/a,"$16,736.00",0,36.30%,n/a,2
40247142,"$23,200","$23,200",21.99%,1.00%,"January 28, 2015","February 6, 2020","February 6, 2020",$0,RENT,"$6,000 / month",20.98%,7 years ,113xx,N/a,N/a,N/a,Executive Assistant,N/a,670-674,0,04/1999,$0.00,25,1,34,17,"$26,031.00",0,72.10%,n/a,1
40247250,"$16,000","$16,000",10.49%,1.00%,"January 28, 2015","February 6, 2018","February 6, 2020",$0,MORTGAGE,"$10,833 / month",9.35%,5 years ,756xx,N/a,N/a,N/a,Line Mechanic,N/a,675-679,0,10/2005,$0.00,8,1,17,8,"$6,070.00",0,45.60%,n/a,0
40247254,"$20,000","$20,000",24.50%,1.00%,"January 30, 2015","February 8, 2020","February 8, 2020",$0,OWN,"$4,879 / month",23.39%,2 years ,104xx,N/a,N/a,N/a,Custodian/CDL Driver,N/a,670-674,0,05/2007,$0.00,20,0,20,n/a,"$23,585.00",0,79.10%,n/a,1
40247314,"$23,025","$23,025",19.99%,1.00%,"January 28, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$5,833 / month",17.04%,3 years ,741xx,N/a,N/a,N/a,Business Analyst,N/a,675-679,0,10/1999,$0.00,23,0,32,n/a,"$40,473.00",0,72.80%,n/a,0
40247324,"$10,000","$10,000",7.49%,1.00%,"January 29, 2015","February 7, 2018","February 7, 2020",$0,MORTGAGE,"$5,833 / month",9.27%,< 1 year ,386xx,N/a,N/a,N/a,RN,N/a,685-689,0,08/1992,$0.00,9,0,19,n/a,"$8,415.00",0,24.10%,n/a,0
40247355,"$17,000","$17,000",19.99%,1.00%,"February 2, 2015","February 7, 2020","February 7, 2020",$0,MORTGAGE,"$4,833 / month",30.52%,n/a,080xx,N/a,N/a,N/a,n/a,N/a,675-679,0,06/2002,$0.00,14,0,31,70,"$9,882.00",5,67.00%,34,4
40247398,"$1,200","$1,200",12.39%,1.00%,"January 28, 2015","February 7, 2018","February 7, 2020",$0,RENT,"$3,220 / month",8.11%,10+ years ,481xx,N/a,N/a,N/a,Warehouse Worker,N/a,710-714,0,05/2000,$0.00,3,0,7,n/a,"$6,362.00",0,72.30%,n/a,0
40247508,"$14,400","$14,400",15.59%,1.00%,"January 29, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$3,750 / month",28.32%,< 1 year ,988xx,N/a,N/a,N/a,Community Manager,N/a,680-684,0,01/2004,$0.00,20,0,42,n/a,"$11,298.00",1,41.40%,111,0
40247530,"$11,000","$11,000",15.99%,1.00%,"February 2, 2015","February 7, 2020","February 7, 2020",$0,RENT,"$2,500 / month",37.20%,2 years ,334xx,N/a,N/a,N/a,Receptionist,N/a,660-664,0,06/1992,$0.00,12,0,19,n/a,"$14,565.00",0,77.10%,n/a,0
40247664,"$3,000","$3,000",11.99%,1.00%,"January 28, 2015","February 8, 2018","February 8, 2020",$0,RENT,"$1,167 / month",5.66%,n/a,890xx,N/a,N/a,N/a,n/a,N/a,705-709,0,11/2004,$0.00,15,0,19,n/a,"$2,699.00",0,90.00%,n/a,0
