Date,Series of Member Payment Dependent Notes,Maximum aggregate principal amount offered,Stated interest rate,Service Charge,Initial maturity,Final maturity,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months,Months Since Last Major Derogatory
"January 7, 2015",38428429,"$20,000",12.39%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,000 / month",33.15%,1 year ,931xx,N/a,N/a,N/a,Judicial assistant III,N/a,700-704,0,07/2000,$0.00,15,0,26,n/a,"$8,920.00",1,40.90%,91,0,n/a
"January 7, 2015",38428453,"$20,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",15.78%,1 year ,113xx,N/a,N/a,N/a,"Assistant Vice President, Loan Officer",N/a,675-679,0,04/2000,$0.00,6,0,10,n/a,"$32,100.00",0,100.00%,n/a,0,n/a
"January 7, 2015",38428495,"$17,500",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,917 / month",29.86%,10+ years ,337xx,N/a,N/a,N/a,Customer Service Manager,N/a,695-699,0,01/1994,$0.00,18,1,41,18,"$14,689.00",0,33.20%,n/a,1,18
"January 7, 2015",38428553,"$20,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,667 / month",21.53%,10+ years ,853xx,N/a,N/a,N/a,Owner,N/a,690-694,0,10/2002,$0.00,13,0,20,n/a,"$16,065.00",0,32.90%,n/a,0,n/a
"January 7, 2015",38428625,"$7,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,750 / month",37.03%,2 years ,190xx,N/a,N/a,N/a,cook/manager,N/a,700-704,0,08/2008,$0.00,5,0,16,n/a,"$6,519.00",0,95.90%,n/a,0,n/a
"January 7, 2015",38428729,"$16,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",2.00%,6 years ,980xx,N/a,N/a,N/a, engineering,N/a,660-664,0,07/1997,$0.00,5,0,20,n/a,"$3,319.00",1,48.80%,2,0,n/a
"January 7, 2015",38428859,"$25,000",12.39%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,625 / month",28.24%,2 years ,677xx,N/a,N/a,N/a,Regional Sales Manager,N/a,675-679,0,08/1995,$0.00,8,0,30,54,"$14,848.00",0,76.10%,n/a,0,59
"January 7, 2015",38429058,"$24,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$6,250 / month",29.15%,10+ years ,333xx,N/a,N/a,N/a,Customer Service Supervisor,N/a,715-719,0,05/1992,$0.00,11,1,25,16,"$71,233.00",0,77.50%,n/a,0,n/a
"January 7, 2015",38429105,"$20,000",16.49%,1.00%,Five years after issuance,Five years after issuance,OWN,"$4,333 / month",20.96%,n/a,200xx,N/a,N/a,N/a,n/a,N/a,670-674,0,03/2002,$0.00,10,0,12,n/a,"$14,806.00",0,93.70%,n/a,2,n/a
"January 7, 2015",38429116,"$12,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,583 / month",25.79%,1 year ,600xx,N/a,N/a,N/a,Project manager assistant ,N/a,675-679,0,07/2002,$0.00,15,0,51,73,"$8,906.00",1,77.40%,75,1,73
"January 7, 2015",38429149,"$9,975",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,250 / month",35.91%,10+ years ,140xx,N/a,N/a,N/a,Director of Hospice Facility Services ,N/a,725-729,0,09/1999,$0.00,15,0,49,n/a,"$13,311.00",0,36.00%,n/a,0,n/a
"January 7, 2015",38429157,"$3,000",11.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,333 / month",16.94%,1 year ,554xx,N/a,N/a,N/a,Attorney,N/a,690-694,0,11/1973,$0.00,9,1,27,19,"$5,084.00",0,47.10%,n/a,0,n/a
"January 7, 2015",38429193,"$14,400",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$7,500 / month",18.17%,2 years ,280xx,N/a,N/a,N/a,Business Systems Consultant,N/a,670-674,0,09/2003,$0.00,14,0,36,n/a,"$14,829.00",0,56.60%,n/a,1,n/a
"January 7, 2015",38429209,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,833 / month",4.49%,8 years ,114xx,N/a,N/a,N/a,Business analyst,N/a,690-694,0,09/1993,$0.00,6,1,10,23,"$8,115.00",0,66.00%,n/a,0,61
"January 7, 2015",38429231,"$7,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$25,000 / month",12.66%,10+ years ,794xx,N/a,N/a,N/a,Pathologist,N/a,665-669,0,07/1987,$0.00,12,0,38,n/a,"$78,267.00",0,90.20%,n/a,0,n/a
"January 7, 2015",38429244,"$17,500",18.54%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,333 / month",34.02%,2 years ,346xx,N/a,N/a,N/a,Planner,N/a,660-664,0,02/1987,$0.00,6,0,20,77,"$7,903.00",2,71.80%,63,1,77
"January 7, 2015",38429260,"$18,000",17.14%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",35.43%,2 years ,381xx,N/a,N/a,N/a,Paramedic ,N/a,680-684,0,05/1999,$0.00,16,0,25,n/a,"$5,273.00",1,20.90%,107,0,n/a
"January 7, 2015",38429295,"$8,000",11.44%,1.00%,Three years after issuance,Five years after issuance,OWN,"$2,333 / month",11.70%,1 year ,308xx,N/a,N/a,N/a,Banker,N/a,660-664,0,03/1998,$0.00,10,0,21,34,"$5,889.00",0,41.20%,n/a,0,34
"January 7, 2015",38429317,"$35,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$25,417 / month",12.49%,6 years ,212xx,N/a,N/a,N/a,Vice President and Chief Compliance Offi,N/a,700-704,0,07/1995,$0.00,18,1,40,21,"$48,701.00",0,63.20%,n/a,0,n/a
"January 7, 2015",38429368,"$16,225",20.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,998 / month",27.01%,10+ years ,010xx,N/a,N/a,N/a,WAREHOUSR MANGER,N/a,660-664,0,07/1980,$0.00,13,7,29,10,"$22,833.00",0,87.80%,n/a,2,70
"January 7, 2015",38429388,"$15,000",15.59%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$3,983 / month",39.00%,n/a,207xx,N/a,N/a,N/a,n/a,N/a,675-679,0,07/1971,$0.00,23,5,45,8,"$10,617.00",0,32.00%,n/a,2,8
"January 7, 2015",38429454,"$6,925",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,333 / month",22.47%,10+ years ,394xx,N/a,N/a,N/a,CNA,N/a,675-679,0,02/1995,$0.00,9,2,18,10,"$2,279.00",0,60.00%,n/a,2,16
"January 7, 2015",38429489,"$28,500",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",9.87%,2 years ,911xx,N/a,N/a,N/a,n/a,N/a,730-734,0,04/1993,$0.00,8,1,21,12,"$29,389.00",0,25.80%,n/a,0,n/a
"January 7, 2015",38429536,"$15,500",10.49%,1.00%,Five years after issuance,Five years after issuance,OWN,"$3,750 / month",23.15%,10+ years ,784xx,N/a,N/a,N/a,Manager,N/a,725-729,0,04/2002,$0.00,6,0,20,n/a,"$15,755.00",0,88.50%,n/a,0,n/a
"January 7, 2015",38429539,"$35,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$11,667 / month",9.91%,4 years ,554xx,N/a,N/a,N/a,district manager,N/a,735-739,0,09/1994,$0.00,12,1,36,11,"$6,962.00",0,17.20%,n/a,0,11
"January 7, 2015",38429573,"$5,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,667 / month",23.71%,6 years ,945xx,N/a,N/a,N/a,Cashier,N/a,685-689,0,11/2008,$0.00,13,0,15,n/a,"$8,688.00",0,42.00%,n/a,1,n/a
"January 7, 2015",38429576,"$7,200",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,167 / month",17.11%,3 years ,405xx,N/a,N/a,N/a,Technician,N/a,695-699,0,06/2000,$0.00,6,0,20,34,"$6,901.00",0,47.30%,n/a,0,n/a
"January 7, 2015",38429592,"$7,500",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,500 / month",17.54%,10+ years ,365xx,N/a,N/a,N/a,Property manager,N/a,735-739,0,05/2006,$0.00,6,0,16,n/a,"$10,352.00",0,43.10%,n/a,0,n/a
"January 7, 2015",38429630,"$21,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$4,656 / month",19.87%,10+ years ,334xx,N/a,N/a,N/a,CUST. SERVICE TEAM MANAGER,N/a,680-684,0,03/1997,$0.00,11,0,20,46,"$20,880.00",0,80.00%,n/a,0,n/a
"January 7, 2015",38429645,"$14,900",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,708 / month",18.32%,8 years ,227xx,N/a,N/a,N/a,Lead Plumber,N/a,700-704,0,11/2004,$0.00,5,0,21,n/a,"$5,064.00",0,27.10%,n/a,0,n/a
"January 7, 2015",38429774,"$12,000",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,417 / month",13.03%,5 years ,303xx,N/a,N/a,N/a,Senior Analyst,N/a,720-724,0,09/2000,$0.00,10,0,22,n/a,"$15,761.00",0,41.40%,n/a,0,n/a
"January 7, 2015",38429776,"$11,000",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,500 / month",5.71%,10+ years ,553xx,N/a,N/a,N/a,Insurance Agent,N/a,675-679,0,12/1993,$0.00,9,0,20,28,"$14,109.00",0,78.80%,n/a,2,70
"January 7, 2015",38429828,"$6,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,167 / month",31.24%,10+ years ,148xx,N/a,N/a,N/a,process operator,N/a,665-669,0,08/2000,$0.00,8,1,28,10,"$5,892.00",0,67.00%,n/a,0,64
"January 7, 2015",38429831,"$8,000",14.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",24.36%,7 years ,970xx,N/a,N/a,N/a,Licensed Massage Therspist,N/a,670-674,0,10/1999,$0.00,19,0,33,35,"$7,209.00",0,55.50%,n/a,0,n/a
"January 7, 2015",38429861,"$26,375",16.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$6,083 / month",22.11%,10+ years ,553xx,N/a,N/a,N/a,Customer Service Manager,N/a,660-664,0,12/1988,$0.00,12,5,27,13,"$4,015.00",0,48.40%,n/a,2,60
"January 7, 2015",38429876,"$13,775",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,500 / month",28.92%,2 years ,112xx,N/a,N/a,N/a,DRIVER,N/a,715-719,0,10/1994,$0.00,34,1,60,19,"$19,094.00",0,21.40%,n/a,1,19
"January 7, 2015",38436415,"$5,000",13.66%,1.00%,Three years after issuance,Five years after issuance,RENT,"$1,458 / month",35.53%,9 years ,338xx,N/a,N/a,N/a,n/a,N/a,680-684,0,04/2000,$0.00,7,0,9,n/a,"$17,319.00",0,59.30%,n/a,0,n/a
"January 7, 2015",38436432,"$20,000",8.19%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$166,667 / month",2.00%,2 years ,655xx,N/a,N/a,N/a,Physician,N/a,695-699,0,01/1997,$0.00,16,0,31,n/a,"$36,118.00",0,63.10%,n/a,1,n/a
"January 7, 2015",38436782,"$5,700",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$2,750 / month",22.73%,8 years ,337xx,N/a,N/a,N/a,Bar tender,N/a,680-684,0,06/2006,$0.00,6,0,9,n/a,"$7,170.00",0,63.50%,n/a,1,n/a
"January 7, 2015",38437389,"$30,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",20.01%,9 years ,103xx,N/a,N/a,N/a,Mechanic B L1-2,N/a,695-699,0,06/1999,$0.00,15,0,30,n/a,"$44,580.00",0,78.20%,n/a,1,n/a
"January 7, 2015",38437424,"$20,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,667 / month",14.10%,7 years ,037xx,N/a,N/a,N/a,Staff RN,N/a,690-694,0,04/2003,$0.00,11,0,26,79,"$16,920.00",0,84.60%,n/a,0,n/a
"January 7, 2015",38437963,"$10,000",12.39%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,083 / month",3.75%,10+ years ,554xx,N/a,N/a,N/a,shipping clerk,N/a,675-679,0,05/2004,$0.00,5,0,7,n/a,"$8,073.00",0,75.40%,n/a,0,n/a
"January 7, 2015",38438197,"$20,000",15.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,000 / month",9.16%,< 1 year ,789xx,N/a,N/a,N/a,Assembly Tech,N/a,660-664,0,12/1997,$0.00,7,0,20,n/a,"$4,899.00",0,62.80%,n/a,0,n/a
"January 7, 2015",38438389,"$15,500",15.59%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,042 / month",29.37%,n/a,238xx,N/a,N/a,N/a,n/a,N/a,660-664,0,07/1997,$0.00,15,0,24,n/a,"$7,625.00",1,53.00%,117,0,n/a
"January 7, 2015",38438393,"$8,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,083 / month",5.32%,n/a,950xx,N/a,N/a,N/a,n/a,N/a,725-729,0,01/1978,$0.00,7,0,12,79,"$1,922.00",0,11.80%,n/a,0,n/a
"January 7, 2015",38438408,"$30,000",6.99%,1.00%,Three years after issuance,Five years after issuance,RENT,"$18,750 / month",5.93%,n/a,070xx,N/a,N/a,N/a,n/a,N/a,730-734,0,05/1981,$0.00,13,2,52,22,"$7,268.00",0,8.40%,n/a,0,22
"January 7, 2015",38438430,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$14,583 / month",5.22%,9 years ,750xx,N/a,N/a,N/a,Executive,N/a,720-724,0,05/2001,$0.00,11,1,19,21,"$5,158.00",1,37.10%,10,0,n/a
"January 7, 2015",38438488,"$30,100",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,667 / month",7.53%,2 years ,600xx,N/a,N/a,N/a,Office Manager,N/a,740-744,0,10/2000,$0.00,18,0,36,n/a,"$9,188.00",1,22.20%,119,1,n/a
"January 7, 2015",38438508,"$11,200",17.86%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,524 / month",24.95%,5 years ,544xx,N/a,N/a,N/a,Cae manager,N/a,665-669,0,05/1995,$0.00,13,0,29,71,"$15,211.00",1,86.00%,46,3,98
"January 7, 2015",38438511,"$20,000",6.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$11,250 / month",21.09%,3 years ,954xx,N/a,N/a,N/a,Winemaker,N/a,705-709,0,02/2002,$0.00,9,0,15,25,"$44,469.00",0,59.00%,n/a,0,25
"January 7, 2015",38438546,"$24,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,083 / month",20.91%,8 years ,857xx,N/a,N/a,N/a,Registered Nurse,N/a,680-684,0,08/2000,$0.00,11,0,21,n/a,"$24,602.00",0,85.10%,n/a,2,n/a
"January 7, 2015",38438551,"$15,000",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$10,417 / month",13.76%,< 1 year ,941xx,N/a,N/a,N/a,Product Analyst,N/a,710-714,0,09/2002,$0.00,13,0,25,n/a,"$19,839.00",0,86.60%,n/a,0,n/a
"January 7, 2015",38438581,"$10,000",17.14%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,583 / month",38.77%,10+ years ,930xx,N/a,N/a,N/a,Attendance accounting technician,N/a,670-674,0,07/2004,$0.00,15,1,23,23,"$12,184.00",0,64.50%,n/a,0,46
"January 7, 2015",38438604,"$10,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$4,333 / month",9.39%,10+ years ,265xx,N/a,N/a,N/a,Batchman,N/a,805-809,0,01/1989,$0.00,9,0,25,n/a,"$3,426.00",0,10.00%,n/a,0,n/a
"January 7, 2015",38438612,"$12,000",11.44%,1.00%,Three years after issuance,Five years after issuance,RENT,"$7,083 / month",5.41%,2 years ,100xx,N/a,N/a,N/a,Attorney,N/a,685-689,0,09/2000,$0.00,23,0,62,n/a,"$13,452.00",0,92.10%,n/a,2,n/a
"January 7, 2015",38438721,"$30,000",9.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$10,605 / month",16.61%,10+ years ,440xx,N/a,N/a,N/a,Sales Engineer,N/a,745-749,0,08/1988,$0.00,11,0,21,n/a,"$141,806.00",0,60.40%,n/a,0,n/a
"January 7, 2015",38438792,"$16,000",11.44%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,074 / month",10.80%,n/a,070xx,N/a,N/a,N/a,n/a,N/a,705-709,0,07/1991,$0.00,9,0,11,n/a,"$17,074.00",0,95.90%,n/a,0,n/a
"January 7, 2015",38438800,"$12,000",15.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,000 / month",7.33%,10+ years ,958xx,N/a,N/a,N/a,customer cervice,N/a,675-679,0,01/2004,$0.00,2,0,9,n/a,"$7,982.00",0,99.80%,n/a,0,n/a
"January 7, 2015",38438825,"$20,000",12.99%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,729 / month",14.46%,6 years ,600xx,N/a,N/a,N/a,Senior Associate Director of Admissions,N/a,725-729,0,03/1997,$0.00,12,0,43,38,"$8,053.00",0,29.90%,n/a,3,n/a
"January 7, 2015",38438866,"$12,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$12,500 / month",7.33%,3 years ,030xx,N/a,N/a,N/a,Owner,N/a,660-664,0,11/1996,$0.00,10,0,36,n/a,"$2,200.00",1,56.40%,63,1,n/a
"January 7, 2015",38438942,"$7,000",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$3,553 / month",21.19%,10+ years ,175xx,N/a,N/a,N/a,mechanic/manager,N/a,685-689,0,04/2003,$0.00,16,0,49,50,"$10,215.00",0,21.00%,n/a,0,n/a
"January 7, 2015",38438966,"$10,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,000 / month",13.93%,10+ years ,980xx,N/a,N/a,N/a,sales,N/a,675-679,0,07/1995,$0.00,4,0,19,44,"$7,940.00",0,48.10%,n/a,0,44
"January 7, 2015",38438991,"$13,250",21.99%,1.00%,Five years after issuance,Five years after issuance,RENT,"$3,083 / month",36.43%,< 1 year ,288xx,N/a,N/a,N/a,Police Officer,N/a,660-664,0,09/2008,$0.00,22,0,26,n/a,"$10,986.00",0,57.50%,n/a,0,n/a
"January 7, 2015",38439028,"$9,000",9.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,500 / month",27.67%,10+ years ,917xx,N/a,N/a,N/a,Mail carrier,N/a,715-719,0,11/1990,$0.00,10,0,17,n/a,"$9,561.00",1,51.70%,80,1,n/a
"January 7, 2015",38439069,"$10,000",9.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,750 / month",3.47%,10+ years ,787xx,N/a,N/a,N/a,Technician ,N/a,670-674,0,08/1998,$0.00,14,0,46,n/a,"$1,530.00",1,5.30%,56,2,n/a
"January 7, 2015",38439119,"$28,500",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$10,833 / month",27.78%,5 years ,212xx,N/a,N/a,N/a,CSO - Baltimore Federal Courthouse,N/a,715-719,0,05/1977,$0.00,20,0,44,n/a,"$95,744.00",0,60.00%,n/a,3,n/a
"January 7, 2015",38439143,"$7,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$2,602 / month",23.03%,3 years ,600xx,N/a,N/a,N/a,Teacher,N/a,700-704,0,01/1989,$0.00,36,0,48,n/a,"$20,362.00",0,74.90%,n/a,0,n/a
"January 7, 2015",38439160,"$14,000",10.49%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$5,542 / month",29.86%,4 years ,017xx,N/a,N/a,N/a,Groundsworker,N/a,685-689,0,07/1989,$0.00,19,0,36,n/a,"$59,329.00",0,69.80%,n/a,0,n/a
"January 7, 2015",38439217,"$7,000",8.19%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,167 / month",30.58%,3 years ,662xx,N/a,N/a,N/a,Senior Human Resources Generalist,N/a,680-684,0,04/1995,$0.00,17,0,63,59,"$10,738.00",1,55.60%,62,2,59
"January 7, 2015",38439225,"$20,000",11.44%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,583 / month",25.06%,4 years ,928xx,N/a,N/a,N/a,IT System Administrator,N/a,710-714,0,02/1999,$0.00,12,0,22,n/a,"$25,613.00",0,61.00%,n/a,0,n/a
"January 7, 2015",38439248,"$7,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,382 / month",4.20%,10+ years ,366xx,N/a,N/a,N/a,CUSTOMER SERVICE,N/a,670-674,0,12/2003,$0.00,6,0,15,50,"$4,298.00",0,26.70%,n/a,1,n/a
"January 7, 2015",38439278,"$7,300",10.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$6,185 / month",24.07%,10+ years ,775xx,N/a,N/a,N/a,Senior Deputy Sheriff,N/a,680-684,0,09/1996,$0.00,12,0,36,n/a,"$16,908.00",0,86.30%,n/a,0,n/a
"January 7, 2015",38439292,"$14,000",11.44%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,817 / month",21.83%,< 1 year ,144xx,N/a,N/a,N/a,Asst. Dir. of Athletic Communications,N/a,670-674,0,08/2005,$0.00,8,0,29,n/a,"$13,389.00",0,77.40%,n/a,1,n/a
"January 7, 2015",38439302,"$12,000",14.31%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$15,333 / month",9.57%,8 years ,065xx,N/a,N/a,N/a,Sr Manager,N/a,715-719,0,01/1983,$0.00,13,0,31,n/a,"$15,709.00",1,33.20%,100,0,n/a
"January 7, 2015",38439341,"$8,000",8.67%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,417 / month",14.52%,8 years ,024xx,N/a,N/a,N/a,Data Support Analyst,N/a,695-699,0,12/2004,$0.00,6,0,6,n/a,"$9,962.00",0,80.30%,n/a,0,n/a
"January 7, 2015",38439397,"$30,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$8,333 / month",18.18%,5 years ,217xx,N/a,N/a,N/a,grievance analyst,N/a,695-699,0,10/1999,$0.00,19,0,48,63,"$36,067.00",0,53.90%,n/a,0,63
"January 7, 2015",38439421,"$14,400",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$5,417 / month",8.42%,10+ years ,025xx,N/a,N/a,N/a,owner,N/a,680-684,0,11/1985,$0.00,6,0,15,31,"$24,545.00",0,55.90%,n/a,0,50
"January 7, 2015",38439426,"$7,000",10.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$3,567 / month",15.31%,8 years ,381xx,N/a,N/a,N/a,Expert Correspondent,N/a,680-684,0,11/2001,$0.00,16,0,30,n/a,"$16,330.00",0,39.20%,n/a,0,n/a
"January 7, 2015",38439438,"$9,800",7.49%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,633 / month",36.35%,9 years ,851xx,N/a,N/a,N/a,HR Manager,N/a,775-779,0,03/2001,$0.00,9,0,32,n/a,"$11,277.00",0,28.00%,n/a,0,n/a
"January 7, 2015",38439443,"$10,000",11.99%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$4,083 / month",16.09%,7 years ,080xx,N/a,N/a,N/a,Coder,N/a,665-669,0,05/1984,$0.00,14,0,35,72,"$7,510.00",1,47.50%,40,3,n/a
"January 7, 2015",38439450,"$18,000",8.67%,1.00%,Five years after issuance,Five years after issuance,RENT,"$4,333 / month",1.68%,< 1 year ,077xx,N/a,N/a,N/a,Transportation Associate,N/a,740-744,0,08/2003,$0.00,2,0,12,n/a,"$4,106.00",0,45.60%,n/a,0,n/a
"January 7, 2015",38439469,"$15,950",13.66%,1.00%,Three years after issuance,Five years after issuance,RENT,"$3,333 / month",33.30%,3 years ,346xx,N/a,N/a,N/a,Owner,N/a,660-664,0,03/1996,$0.00,13,0,19,55,"$18,860.00",0,67.80%,n/a,0,n/a
"January 7, 2015",38439476,"$21,600",8.67%,1.00%,Five years after issuance,Five years after issuance,MORTGAGE,"$6,000 / month",14.98%,5 years ,335xx,N/a,N/a,N/a,Avionics Lead Technician,N/a,660-664,0,09/2001,$0.00,10,0,18,25,"$8,315.00",0,55.10%,n/a,0,n/a
"January 7, 2015",38439537,"$8,000",10.49%,1.00%,Three years after issuance,Five years after issuance,RENT,"$5,000 / month",15.80%,10+ years ,600xx,N/a,N/a,N/a,Procurement Technician,N/a,675-679,0,11/1988,$0.00,8,0,28,n/a,"$44,496.00",0,75.00%,n/a,0,33
"January 7, 2015",38439552,"$6,000",8.67%,1.00%,Three years after issuance,Five years after issuance,MORTGAGE,"$5,208 / month",28.51%,8 years ,229xx,N/a,N/a,N/a,Registered Nurse-Public Health,N/a,705-709,0,01/1984,$0.00,12,0,21,n/a,"$45,807.00",0,85.80%,n/a,0,n/a
"January 7, 2015",38439618,"$21,000",6.49%,1.00%,Three years after issuance,Five years after issuance,OWN,"$4,167 / month",13.78%,10+ years ,814xx,N/a,N/a,N/a,foreman,N/a,675-679,0,09/1992,$0.00,6,0,20,n/a,"$23,503.00",0,58.50%,n/a,0,n/a
